Title-Code,Title Name,Hindi Title,Register Serial No,Regn No.,Owner Name,State,Publication City/District,Periodity
UPHIN13475,PARSHAV SAGAR TIMES,,51127,51127/ 86,TRILOK CHAND JAIN,UP,JHANSI,W
UPHIN15032,JHANSI CITY TIMES,????? ???? ??????,54316,54316/ 91,HANIF KHAN BHARTI,UP,JHANSI,W
UPHIN44829,PASMANDA TIMES,??????? ??????,135155,UPHIN/2015/62600,SHER KHAN,UP,JHANSI,W
UPHIN24663,SAPTAHIK UDDESHYA TIMES,,68691,68691/ 98,MURARI LAL CHAURASIYA,UP,JHANSI,W
UPHIN29559,CURRENT MEDIA TIMES,,76490,UPHIN2001/03933,ASHOK SAXENA,UP,JHANSI,W
UPHIN51289,HIM VARSH TIMES,,,,MOHAMMAD IDREESH KHA,UP,JHANSI,W
UPHIN37699,VEERANGANA TIMES,???????? ?????ž?,100099,UPHIN/2008/27542,AMIT MOHAN GOYAL,UP,JHANSI,W
UPHIN23701,VISHVA RAJDHANI TIMES,,67666,67666/ 97,KRISHNA GOPAL DWIVEDI,UP,JHANSI,W
UPHIN18253,MONTH TIMES,,59644,59644/ 93,ARVIND KUMAR DUBEY,UP,JHANSI,W
UPHIN22518,BHARAT PROBLEM TIMES,,64748,64748/ 96,GULAB SINGH CHAUHAN,UP,JHANSI,W
UPHIN02560,CHIRGAON TIMES,,38740,38740/ 81,GOVIND RAM MUKHARIYA,UP,JHANSI,W
UPHIN51263,JAN DHAMAKA TIMES,?? ????? ??????,159670,UPHIN/2021/87115,JAI PRAKASH MISHRA,UP,JOUNPUR,D
UPHIN38919,GAJRAULA TIMES,?????? ??????,100440,UPHIN/2009/27883,GURMUKH SINGH CHAHAL,UP,JYOTIBAFULENAGAR,W
UPHIN44830,SADBHAV TIMES,??????? ??????,129655,UPHIN/2014/57100,MD. SALIM FAROOQUI,UP,KANNAUJ,D
UPHIN05487,KANNAUJ TIMES,,15202,15202/ 67,KAMAL PRAKASH MISRA,UP,KANNAUJ,F
UPHIN33926,GANPATI TIMES,,88563,UPHIN/2005/16006,RAVI KUMAR DWIVEDI,UP,KANNAUJ,W
UPHIN38152,NEHA TIMES,???? ??????,101380,UPHIN/2008/28823,MOHD. IMRAN KHAN,UP,KANNAUJ,W
UPHIN29271,DINAR TIMES,,74003,UPHIN/2000/01446,MANOJ KHARE,UP,KANPUR,D
UPHIN50932,BHOLE NATH TIMES,??????? ??????,157418,UPHIN/2021/84863,SUNDER LAL YADAV,UP,KANPUR,D
UPHIN01681,BHARAT BHU TIMES,,50997,50997/ 90,PRADEEP SHUKLA,UP,KANPUR,D
UPHIN13533,RAWAT TIMES,,51835,51835/ 91,ANANDESHWARI RAWAT,UP,KANPUR,F
UPHIN16570,NAVEEN ALPSANKHYAK TIMES,,56793,56793/ 92,SATYENDER,UP,KANPUR,F
UPURD02499,HASRAT URDU TIMES,,57490,57490/ 93,MAHE TILAT SIDDIQUI,UP,KANPUR,F
UPMUL00125,ROAD TRANSPORT TIMES,,40170,40170/ 81,L. D. BHATIA,UP,KANPUR,M
UPMUL00436,U P TRANSPORT TIMES,,19313,19313/ 67,UMMED MAL JAIN,UP,KANPUR,M
UPBIL01353,TALREJA TIMES,,62181,62181/ 95,PRAKASH KUMAR TALREJA,UP,KANPUR,Q
UPHIN15052,LALGANJ TIMES,,51902,51902/ 91,PUSHP LATA,UP,KANPUR,W
UPURD02515,GREEN WITCH TIMES,,56896,56896/ 93,MOHD. MOBIN,UP,KANPUR,W
UPURD03035,NIDA URDU TIMES,,64984,64984/ 96,MEERAJUDDIN,UP,KANPUR,W
UPHIN38577,VISHVAMITRA TIMES,,51868,51868/ 91,PT. GRAPHICS PVT. LTD.,UP,KANPUR,W
UPHIN09275,RAN SANGRAM TIMES,,51783,51783/ 91,SHAILENDRA,UP,KANPUR,W
UPHIN23800,NEEL RAJ TIMES,,66538,66538/ 97,NEELAM CHATURVEDI,UP,KANPUR,W
UPHIN34280,GWALTOLI TIMES,,26572,26572/ 74,NARENDRA KUMAR,UP,KANPUR,W
UPURD04208,JAJMAU TIMES,,56739,56739/ 92,ABDUL WAHEED,UP,KANPUR,W
UPHIN23182,BHAVYA BHAGIRATHI TIMES,,70464,70464/ 98,ASHOK KUMAR BAJPAYEE,UP,KANPUR,W
UPHIN28758,SISAMAU TIMES,,74415,UPHIN/2000/01858,VINOD KUMAR VAJPAYEE,UP,KANPUR,W
UPHIN26975,PORVAK TIMES,,56663,56663/ 92,NOT GIVEN,UP,KANPUR,W
UPHIN12631,VEERA TIMES,,51642,51642/ 90,AVADH KUMAR DWIVEDI,UP,KANPUR DEHAT,D
UPHIN27416,UNNAO TIMES,,64682,64682/ 96,SHAKUNTLA SHUKLA,UP,KANPUR DEHAT/ AKBARPUR,F
UPHIN43424,UDYOG NAGARI TIMES,,119777,UPHIN/2010/47220,FAISAL HAYAT,UP,KANPUR NAGAR,D
UPHIN50945,ARVAACHEEN TIMES,???????? ???????,157155,UPHIN/2023/84600,UMA DEVI,UP,KANPUR NAGAR,D
UPHIN50874,MATHURA KASHI TIMES,????? ???? ??????,159180,UPHIN/2023/86625,RAJ KUMARI,UP,KANPUR NAGAR,D
UPHIN46260,BAKSHI TIMES,????? ??????,136198,UPHIN/2015/63643,ANAM RASHEED,UP,KANPUR NAGAR,D
UPHIN37016,VIDHI TIMES,???? ??????,95739,UPHIN/2008/23182,RUPESH JAISWAL,UP,KANPUR NAGAR,D
UPHIN47233,SHASHWAT TIMES,?????? ??????,140075,UPHIN/2016/67520,MAMTA SHUKLA,UP,KANPUR NAGAR,D
UPHIN45758,AYODHYA TIMES,??????? ??????,139839,UPHIN/2015/67284,BRAJESH KUMAR MOURYA,UP,KANPUR NAGAR,D
UPHIN50330,KULGAON TIMES,??????? ???????,156647,UPHIN/2022/84092,RAMAN SHUKLA,UP,KANPUR NAGAR,D
UPHIN05493,KANPUR GRAMEEN TIMES,?????? ??????? ??????,46005,46005/ 86,SHYAM SUDAR AWASTHI,UP,KANPUR NAGAR,D
UPBIL00081,ANNA TIMES,,47922,47922/ 88,BHARAT SINGH ANNA BHAIYA,UP,KANPUR NAGAR,D
UPHIN43566,JAGAT ANANDESHWAR TIMES,,123444,UPHIN/2013/50889,RAGHVENDRA SINGH CHAUHAN,UP,KANPUR NAGAR,D
UPHIN49657,THE BULLET TIMES,? ????? ??????,152341,UPHIN/2020/79786,SABA GUFRAN,UP,KANPUR NAGAR,D
UPHIN44464,JANHIT MANVADHIKAR TIMES,????? ?????????? ??????,127710,UPHIN/2013/55155,PRADEEP KUMAR SRIVASTAV,UP,KANPUR NAGAR,F
UPBIL04315,MAHAKALESHWAR TIMES,??????????? ??????,128247,UPBIL/2014/55692,VISHNU SHANKER TRIPATHI,UP,KANPUR NAGAR,F
UPHIN40865,JAYANTI TIMES,,107707,UPHIN/2010/35150,MANJU RAI,UP,KANPUR NAGAR,M
UPURD02684,FAISAL TIMES,,61681,61681/ 94,KHURSHEED JAHAN,UP,KANPUR NAGAR,M
UPBIL04967,TIMES AND SPACE,??????? ??? ??????,146241,UPBIL/2017/73686,HIMANSHU SRIVASTAVA,UP,KANPUR NAGAR,M
UPHIN38555,SANSKRITIK TIMES,,47845,47845/ 88,OMENDRA KUMAR,UP,KANPUR NAGAR,M
UPBIL04059,VIEW INDIA TIMES,,120111,UPBIL/2011/47554,RUPENDRA KUMAR,UP,KANPUR NAGAR,M
UPHIN45892,PRISM TIMES,??????? ??????,133798,UPHIN/2015/61243,RAJKUMAR SHUKLA,UP,KANPUR NAGAR,M
UPHIN42093,INDIAN JOB TIMES,,112276,UPHIN/2011/39719,MURLI SINGH PARIHAR,UP,KANPUR NAGAR,W
UPHIN41083,HARSHIT TIMES,?????? ??????,106192,UPHIN/2010/33635,VIKRAM MEHTA,UP,KANPUR NAGAR,W
UPHIN48446,MEERPUR TIMES,?????? ??????,147221,UPHIN/2017/74666,NIZAMUDDIN IDRISI,UP,KANPUR NAGAR,W
UPHIN40616,PRATIPAL TIMES,,110055,UPHIN/2010/37498,MANOJ KASHYP,UP,KANPUR NAGAR,W
UPHIN40172,ANTI CRIME TIMES,???? ?????? ??????,104703,UPHIN/2010/32146,AKHLAQ AHMAD,UP,KANPUR NAGAR,W
UPHIN42351,ANANDESHWAR TIMES,,113871,UPHIN/2011/41314,ARUN KUMAR,UP,KANPUR NAGAR,W
UPHIN31761,PHOTIFICATION TIMES,,83731,UPHIN/2003/11174,NEERAJ GUPTA,UP,KANPUR NAGAR,W
UPHIN48288,AMAR SAMVAD TIMES,??? ????? ??????,148239,UPHIN/2017/75684,GIRISH KUMAR,UP,KANPUR NAGAR,W
UPHIN50254,BAWAN AVATAR TIMES,,156982,UPHIN/2022/84427,ANKUR GUPTA,UP,KANPUR NAGAR,W
UPHIN46371,BITHOOR TIMES,????? ??????,140035,UPHIN/2015/67480,KALICHARAN DIXIT,UP,KANPUR NAGAR,W
UPHIN48873,KALYANPUR TIMES,????????? ??????,150724,UPHIN/2019/78169,VINAY KUMAR SINHA,UP,KANPUR NAGAR,W
UPHIN27797,PARIHAR TIMES MAIL,?????? ?????? ???,71305,71305/ 99,JAG MOHAN PARIHAR,UP,KANPUR NAGAR,W
UPURD05203,MOHSIN TIMES,?????? ??????,138969,UPURD/2016/66414,MOHD. MOHSIN SIDDIQUI,UP,KANPUR NAGAR,W
UPHIN49883,DAILY MORNING TIMES,???? ???????? ??????,157229,UPHIN/2021/84674,FARHA,UP,KANPUR NAGAR,W
UPHIN46747,SAMAY SANDESH TIMES,??? ????? ??????,137477,UPHIN/2015/64922,VIKAS JAIN,UP,KANPUR NAGAR,W
UPBIL00320,ELECTRO HOMEO MEDICAL TIMES,,47928,47928/ 88,DR. V.KUMAR,UP,KANPUR NAGAR,W
UPBIL04392,AANKHEN TIMES,???? ??????,134224,UPBIL/2014/61669,HARI BAHADUR SRIVASTAVA,UP,KANPUR NAGAR,W
UPHIN47185,UPSANHAR TIMES,??????? ??????,141746,UPHIN/2016/69191,SHIV PRASAD KUSHWAHA,UP,KANPUR NAGAR,W
UPHIN46200,BIGUL TIMES,????? ??????,137299,UPHIN/2015/64744,DEVENDRA SINGH BHADAURIA,UP,KANPUR NAGAR,W
UPHIN32470,BILHAUR TIMES,,85142,UPHIN/2003/12585,NASIM SIDDIQUI,UP,KANPUR NAGAR,W
UPHIN07849,NIRLEP TIMES,,48038,48038/ 89,DR. V. KUMAR,UP,KANPUR NAGAR,W
UPHIN04872,JAJ MAU TIMES,,47902,47902/ 88,SABEER ALI KHAN,UP,KANPUR NAGAR,W
UPURD05085,CANTT TIMES,???? ??????,136751,UPURD/2015/64196,NADEEM AHMAD ANSARI,UP,KANPUR NAGAR,W
UPHIN09166,RAJANI TIMES,,46118,46118/ 86,RAJNISH STRIVASTAVA,UP,KANPUR NAGAR,W
UPHIN26003,K.C.I.ECHO PEACE TIMES,,71932,71932/ 99,KRISHN CHANDRA,UP,KANPUR NAGAR,W
UPHIN32216,VISHWA TIMES SANDESH,????? ?????? ?????,83313,UPHIN/2003/10756,DHANNAJAY KUMAR,UP,KANPUR NAGAR,W
UPHIN37894,OM TAPESHWARI TIMES,?? ?????ž??? ?????ž?,100077,UPHIN/2008/27520,GOPAL SINGH CHAUHAN,UP,KANPUR NAGAR,W
UPHIN50781,DESHAYAN TIMES,?????? ??????,157415,UPHIN/2023/84860,VIPIN SINGH,UP,KANPUR NAGAR,W
UPHIN40087,IMRAN TIMES,????? ??????,103165,UPHIN/2009/30608,KHAN IMRAN BARQUI,UP,KANPUR NAGAR,W
UPHIN40453,DALIT JAGRAN TIMES,???? ????? ??????,105941,UPHIN/2010/33384,DHEERAJ CHOWDHARY,UP,KANPUR NAGAR,W
UPHIN43310,GANGA GOMATI TIMES,,122789,UPHIN/2013/50234,MANISH TRIPATHI,UP,KANPUR NAGAR,W
UPHIN47232,UPDESH TIMES,????? ??????,140501,UPHIN/2016/67946,UMA SHANKAR TYAGI,UP,KANPUR NAGAR,W
UPHIN45027,RASHTRAGHOSH TIMES,?????????? ??????,132657,UPHIN/2014/60102,AJAY KUMAR VAJPAYEE,UP,KANPUR NAGAR,W
UPHIN36012,HAMRA KANPUR TIMES,????? ?????? ??????,93932,UPHIN/2007/21375,VIKAS MISHRA,UP,KANPUR NAGAR,W
UPHIN43120,NINE ONE TIMES,,120877,UPHIN/2012/48321,VIRENDER KUMAR,UP,KANPUR NAGAR,W
UPHIN07562,NEUTRAL TIMES,,38899,38899/ 81,MAHAVIR SINGH VERMA,UP,KASGANJ,M
UPHIN27405,U P TIMES,,13510,13510/ 67,R. L. GUPTA,UP,KASGANJ,W
UPHIN31102,B.R.TIMES,,79863,UPHIN/2001/07306,BALRAM DIXIT,UP,KAUSHAMBI,W
UPHIN41853,SHUBHAM TIMES,,110730,UPHIN/2011/38173,AMBRISH SHARAN GUPT,UP,KHEERI,W
UPHIN42242,SAMAR TIMES,,122800,UPHIN/2012/50245,VINOD SINGH,UP,KHERI,W
UPHIN45344,TIMES OF PUBLICITY,?????? ?? ?????????,130121,UPHIN/2014/57566,MOHAN TRIVEDI,UP,KHERI,W
UPHIN42736,PRANTIYA SANDESH TIMES,???????? ????? ??????,122991,UPHIN/2012/50436,RAMESH CHANDRA SHUKLA,UP,KHERI,W
UPHIN40552,MEDIA TIMES LUCKNOW,,109331,UPHIN/2010/36774,ARMEEN ANSARI,UP,KHERI,W
UPHIN46604,TIMES OF SARITA,?????? ?? ?????,138115,UPHIN/2015/65560,SARITA RANI,UP,KHERI,W
UPHIN30757,NARESH TIMES,???? ??????,80876,UPHIN/2002/08319,NARESH TIWARI,UP,KHIRI,W
UPHIN25328,SIDHUA TIMES,????? ??????,69088,69088/ 98,PRADEEP GOYAL,UP,KUSHINAGAR,W
UPHIN44684,YADUVANSHI TIMES,??????? ??????,129314,UPHIN/2014/56759,PARMESHWAR YADAV,UP,KUSHINAGAR,W
UPHIN40503,MATDATA TIMES,,109814,UPHIN/2011/37257,NARENDRA KUMAR VARMA,UP,KUSHINAGAR,W
UPHIN47294,VILLAGE FAST TIMES,????? ?????? ???????,141751,UPHIN/2016/69196,PUSHPA PANDEY,UP,KUSHINAGAR,W
UPHIN41196,TIMES OF KUSHINAGAR,,109352,UPHIN/2010/36795,AJAY KUMAR TRIPATHI,UP,KUSHINAGAR,W
UPHIN42432,DHARAMSHAMDA TIMES,,115625,UPHIN/2012/43068,MUNNA MISHRA,UP,KUSHINAGAR,W
UPHIN37059,YUGANDHAR TIMES,????????? ???????,98578,UPHIN/2008/26021,ARVIND KUMAR SRIVASTAVA,UP,KUSHINAGAR,W
UPHIN49359,SWAR MALA TIMES,???? ???? ??????,152350,UPHIN/2020/79795,KADIR ALI WARSI,UP,KUSHINAGAR,W
UPHIN42341,GAUTAM BUDDHA TIMES,???? ????? ??????,115807,UPHIN/2012/43250,SANJAY KUMAR SRIVASTAVA,UP,KUSHINAGAR,W
UPHIN37974,DAK TIMES,??? ?????ž?,100098,UPHIN/2008/27541,ANIRUDDH GUPTA,UP,KUSHINAGAR,W
UPHIN26459,GANJAR TIMES,,26608,26608/ 74,VINDESHWARI PD. RAIZADA,UP,LAKHIMPUR KHERI,F
UPHIN51021,HISTORY TIMES NEWS,,,,VIKASINI DEVI,UP,LAKHIMPUR KHERI,M
UPHIN11569,SHYAMANJLI TIMES,,57662,57662/ 92,SHYAM KR SHUKLA,UP,LAKHIMPUR KHERI,W
UPHIN24780,KANAK SHRUNGA TIMES,,68984,68984/ 98,SHASHI KANT RASTOGI,UP,LAKHIMPUR KHERI,W
UPHIN21254,INDO NEPAL TIMES,,62106,62106/ 95,CHANDRAPAL SINGH,UP,LAKHIMPUR KHERI,W
UPHIN49434,ABHIGYA TIMES,,,,DIWAKAR TRIVEDI,UP,LAKHIMPUR KHERI,W
UPHIN29389,SWAJAAG TIMES,,75366,UPHIN/2000/02809,VIKAS SHUKL,UP,LAKHIMPUR KHERI,W
UPHIN36926,NATRAJ TIMES,????? ??????,102544,UPHIN/2008/29987,ASHOK SAXENA,UP,LAKHIMPUR KHERI,W
UPHIN05777,KHERI TIMES,,23496,23496/ 72,SHANTI SWAROOP TRIPATHI,UP,LAKHIPUR KHERI,W
UPHIN51441,UPALI TIMES,,,,MAHESH SEN,UP,LALITPUR,D
UPHIN43498,BHARAT GARH TIMES,,122140,UPHIN/2013/49585,SHASHI BHUSHAN SANGYA,UP,LALITPUR,F
UPHIN47098,GOLD SMITH TIMES,????? ????? ??????,140790,UPHIN/2016/68235,SHARAD KUMAR SONI,UP,LALITPUR,M
UPHIN49628,PITAMBARA TIMES,,,,KRISHNA KANT SONI,UP,LALITPUR,W
UPHIN35134,SHATRANG TIMES,????? ??????,96617,UPHIN/2006/24060,RAJENDRA AGNIHOTRI,UP,LALITPUR,W
UPHIN47379,DEVGARH TIMES,?????? ??????,147283,UPHIN/2017/74728,ANANT KUMAR,UP,LALITPUR,W
UPHIN33621,ANORA TIMES,????? ??????,94351,UPHIN/2006/21794,ABHISHAK ANORA,UP,LALITPUR,W
UPHIN48131,HAZARIYA TIMES,??????? ???????,144499,UPHIN/2017/71944,RAJKUMARI GOSWAMI,UP,LALITPUR,W
UPHIN50659,RANCHHOR TIMES,????? ??????,157559,UPHIN/2023/85004,VINAYKUMAR,UP,LALITPUR,W
UPHIN50076,MOTHER GARGI TIMES,??? ?????? ???????,156633,UPHIN/2023/84078,SANJAY KUMAR MISHRA,UP,LUCKNOW,BM
UPBIL05038,KALINJAR TIMES,??????? ??????,152159,UPBIL/2021/79604,SADHNA GUPTA,UP,LUCKNOW,BM
UPHIN36220,AUDITION TIMES,????? ??????,97076,UPHIN/2008/24519,MAHESH GUPTA,UP,LUCKNOW,D
UPHIN45998,METRO NEWS KHABAR TIMES,?????? ????? ??? ??????,135703,UPHIN/2015/63148,ARVINDAM BHATTACHARYA,UP,LUCKNOW,D
UPHIN26913,NISHPKSH NAV SAMVAD TIMES,???????? ?? ????? ??????,57474,57474/ 93,PUJA SHRIVASTAVA,UP,LUCKNOW,D
UPENG03831,KRAMSHRI TIMES,,126852,UPENG/2013/54297,RAMANAND SHASTRI,UP,LUCKNOW,D
UPHIN48185,OPERATION TIMES,?????? ???????,142402,UPHIN/2016/69847,HARSHIT LOCHAN TRIPATHI,UP,LUCKNOW,D
UPURD04294,SIYASAT MUDDA TIMES,?????? ????? ??????,100429,UPURD/2009/27872,VIVEK AVASTHI,UP,LUCKNOW,D
UPHIN47325,CARE TIMES,???? ??????,139739,UPHIN/2016/67184,VINOD KUMAR YADAV,UP,LUCKNOW,D
UPHIN32222,KALBE ABID TIMES,,82413,UPHIN/2002/09856,SHASHILATA,UP,LUCKNOW,D
UPHIN46710,NIRVAN TIMES,??????? ??????,138038,UPHIN/2015/65483,NIRVAN PANDEY,UP,LUCKNOW,D
UPHIN45762,MONARCH TIMES,??????? ??????,134149,UPHIN/2015/61594,NITEESH KUMAR PRAJAPATI,UP,LUCKNOW,D
UPHIN45269,DIVYA SHAKTI TIMES,????? ????? ??????,128976,UPHIN/2014/56421,RAVI SRIVASTAVA,UP,LUCKNOW,D
UPENG03957,PROGRESSIVE TIMES,??????????? ??????,131462,UPENG/2014/58907,HARSH PANDEY,UP,LUCKNOW,D
UPURD05020,MUKHALFAT TIMES,??????? ??????,134303,UPURD/2015/61748,ARCHANA TIWARI,UP,LUCKNOW,D
UPHIN41483,EUREKA TIMES,?????? ??????,106947,UPHIN/2010/34390,RAM SINGH YADAV,UP,LUCKNOW,D
UPHIN41530,SINDHU TIMES,,111620,UPHIN/2010/39063,IMRAN HASAN SIDDIQUI,UP,LUCKNOW,D
UPHIN40529,NAV DURGA TIMES,?? ?????? ??????,105482,UPHIN/2010/32925,SHIV KUMAR PANDEY,UP,LUCKNOW,D
UPURD05126,RUMI URDU TIMES,???? ????? ??????,139248,UPURD/2016/66693,MOHD.ROOMI SIDDIQUI,UP,LUCKNOW,D
UPHIN42785,SHAKUN TIMES,,117843,UPHIN/2012/45286,RAJ KUMAR YADAV,UP,LUCKNOW,D
UPHIN50785,SHUDH VANI TIMES,,,UR,EESHA AWASTHI,UP,LUCKNOW,D
UPHIN50409,SALAM TIMES,???? ??????,156857,UPHIN/2022/84302,SONAL YADAV,UP,LUCKNOW,D
UPHIN50837,ALEEZA TIMES,,,,NOORI KHAN,UP,LUCKNOW,D
UPHIN02632,VIVIECHNA TIMES,??????? ??????,154707,UPHIN/2021/82152,GYAN DEVI,UP,LUCKNOW,D
UPHIN48130,PRATIBIMB TIMES,?????????? ??????,149288,UPHIN/2017/76733,NEHA KUMARI,UP,LUCKNOW,D
UPHIN45282,BIJAY RAJ TIMES,??????? ??????,133792,UPHIN/2015/61237,B.B. SINGH CHAUHAN,UP,LUCKNOW,D
UPHIN45589,YOUTHMANCH TIMES,?????? ??????,130567,UPHIN/2014/58012,S. K. TRIVEDI,UP,LUCKNOW,D
UPHIN47611,PRATAP TIMES,?????? ???????,141432,UPHIN/2016/68877,MAMTA SINGH,UP,LUCKNOW,D
UPHIN47633,INDRAVATI TIMES,?????????? ??????,139633,UPHIN/2016/67078,PUSHPA RAY,UP,LUCKNOW,D
UPHIN47659,MUKUND TIMES,???????? ???????,141735,UPHIN/2016/69180,GYAN PRAKASH DIXIT,UP,LUCKNOW,D
UPHIN32990,VARTMAN SAMAJVAD TIMES,,84855,UPHIN/2004/12298,RANJANA SHUKLA,UP,LUCKNOW,D
UPHIN44144,DILIP TIMES,,123437,UPHIN/2013/50882,VIKAS YADAV,UP,LUCKNOW,D
UPHIN40135,KANWHIZ TIMES,?????? ??????,105155,UPHIN/2010/32598,RAKESH KUMAR PANDEY,UP,LUCKNOW,D
UPHIN50375,GARG TIMES,???? ??????,156867,UPHIN/2022/84312,HIMANSHU GARG,UP,LUCKNOW,D
UPHIN43968,SATARK TIMES,,122484,UPHIN/2013/49929,SIMMI SIDDIQUI,UP,LUCKNOW,D
UPURD04762,TIJARAT TIMES,?????? ??????,125298,UPURD/2013/52743,ZEBA MEHDI,UP,LUCKNOW,D
UPURD04763,CHAK DE TIMES,,122638,UPURD/2013/50083,SAJID ALI KHAN,UP,LUCKNOW,D
UPHIN51494,ARISHA TIMES,,,,JAVED ALI SIDDIQUI,UP,LUCKNOW,D
UPHIN30679,AIM TIMES,,78361,UPHIN/2001/05804,ANAND SHUKLA,UP,LUCKNOW,D
UPHIN46779,HONEST TIMES,?????? ??????,139886,UPHIN/2015/67331,MANISH SRIVASTAVA,UP,LUCKNOW,D
UPHIN24112,A.K.G. TIMES,,68641,68641/ 98,A.K.MISHRA,UP,LUCKNOW,D
UPENG03766,THE AWAKENING TIMES,,120630,UPENG/2012/48074,RAEES AHMAD KHAN,UP,LUCKNOW,D
UPBIL03596,LUCKNOW TIMES,???? ??????,95799,UPBIL/2008/23242,BAHAR INTERNATIONAL,UP,LUCKNOW,D
UPENG04028,TIMES OF MOVEMENT,?????? ?? ????????,136155,UPENG/2015/63600,MOHD. WASEEM,UP,LUCKNOW,D
UPBIL04762,SANJARI TIMES,????? ??????,139921,UPBIL/2016/67366,NIKHAT AFREEN,UP,LUCKNOW,D
UPBIL04300,UMRAI TIMES,????? ??????,130123,UPBIL/2014/57568,SURYA BHANU SINGH,UP,LUCKNOW,D
UPENG03501,THE SHAHEER TIMES,? ???? ??????,104484,UPENG/2010/31927,SHAHNAZ HYDER,UP,LUCKNOW,D
UPSAN00109,MAHADEV TIMES,,,,RISHAB RAMANI,UP,LUCKNOW,D
UPHIN50217,SAHSIK TIMES,,,UR,BINDESHWRY PRASAD,UP,LUCKNOW,D
UPHIN42052,STATE NEWS TIMES,,110898,UPHIN/2011/38341,MOHD. SHAHNAWAZ KHAN,UP,LUCKNOW,D
UPHIN50881,COMMONWHEEL TIMES,??????? ??????,156952,UPHIN/2022/84397,SHASHI SHARMA,UP,LUCKNOW,D
UPHIN43233,RUCHI TIMES,,118578,UPHIN/2012/46021,PANKAJ KUMAR SRIVASTAVA,UP,LUCKNOW,D
UPHIN43255,RAMESHWARAM TIMES,,118744,UPHIN/2011/46187,S.P. SHUKLA,UP,LUCKNOW,D
UPHIN44973,SPECTRA TIMES,?????????? ??????,131726,UPHIN/2014/59171,ASHISH SINGH,UP,LUCKNOW,D
UPENG04507,AMERICAN TIMES,,,,JAMIL AHMAD,UP,LUCKNOW,D
UPHIN51270,AKHAND BHARAT TIMES,,,,DEVENDRA SINGH YADAV,UP,LUCKNOW,D
UPHIN50811,PRAGATI VEER TIMES,?????? ??? ??????,159113,UPHIN/2023/86558,GAURAV VERMA,UP,LUCKNOW,D
UPHIN37808,RASHTRIYA NAVAL TIMES,???????? ??? ???????,96939,UPHIN/2008/24382,NAVAL KISHORE TRIPATHI,UP,LUCKNOW,D
UPHIN33068,MOTION TIMES,,86271,UPHIN/2004/13714,SHABANA,UP,LUCKNOW,D
UPHIN37657,MIRJAPUR TIMES,????????? ??????,96531,UPHIN/2008/23974,AJAY SHANKAR,UP,LUCKNOW,D
UPHIN36830,KABIR TIMES,???? ??????,94596,UPHIN/2007/22039,M/S. MEDIA BOOK INDIA PVT. LTD.,UP,LUCKNOW,D
UPHIN48840,ITAUNJA TIMES,?????? ??????,158599,UPHIN/2019/86044,ARJUN JOURNALIST WELFARE ASSOCIATION,UP,LUCKNOW,D
UPENG03388,RAAHAT TIMES,???? ??????,97958,UPENG/2008/25401,M.C. SAXENA,UP,LUCKNOW,D
UPHIN36600,ADBHUT TIMES,????? ??????,93547,UPHIN/2007/20990,BHAGWAT SINGH BISHT,UP,LUCKNOW,D
UPHIN36601,NORTH INDIA TIMES,????? ??????? ??????,93505,UPHIN/2006/20948,MAMTA PRADEEP,UP,LUCKNOW,D
UPURD05125,ZOYA TIMES,???? ??????,141334,UPURD/2016/68779,MIRZA ARIF BEG,UP,LUCKNOW,D
UPURD04624,TABLIGH TIMES,,122161,UPURD/2012/49606,MEDIA BOOK INDIA PVT. LTD.,UP,LUCKNOW,D
UPURD04950,YAKJEHTI TIMES,?????? ??????,135701,UPURD/2015/63146,SARDAR NAQI LAL,UP,LUCKNOW,D
UPHIN51511,AANJANEYAM TIMES,,,,VIVEK VERMA,UP,LUCKNOW,D
UPURD04245,LAXMAN PURI TIMES,??????????? ??????,100559,UPURD/2009/28002,TARA VERMA,UP,LUCKNOW,D
UPHIN50828,THE TANPURA TIMES,? ??????? ??????,159702,UPHIN/2023/87147,MANISH KUMAR PANDAY,UP,LUCKNOW,D
UPHIN37589,MAIHER TIMES,???? ???????,99374,UPHIN/2008/26817,RAM PRAKASH VERMA,UP,LUCKNOW,D
UPHIN41769,SARVODAY TIMES,??????? ??????,110845,UPHIN/2011/38288,ALOK KUMAR GUPTA,UP,LUCKNOW,D
UPHIN35567,NASRA TIMES,???? ??????,92594,UPHIN/2007/20037,JAMIL AHMAD,UP,LUCKNOW,D
UPHIN39509,INDIA VOICE TIMES,?????? ???? ??????,103619,UPHIN/2010/31062,GEETA SINGH,UP,LUCKNOW,D
UPHIN37771,RASHTRIYA SUCHANA TIMES,????????? ????? ??????,100827,UPHIN/2008/28270,ARVIND PANDEY,UP,LUCKNOW,D
UPHIN43583,DEHRADUN TIMES,,121647,UPHIN/2013/49092,ANIL VERMA,UP,LUCKNOW,D
UPHIN42654,SWECHHA TIMES,???????? ??????,131932,UPHIN/2013/59377,ANOOP KUMAR SHARMA,UP,LUCKNOW,D
UPHIN44734,GANINATH TIMES,,126814,UPHIN/2013/54259,GOVIND PRASAD GUPTA,UP,LUCKNOW,D
UPHIN44617,RASHTRIYA SATYAMEWA TIMES,,128867,UPHIN/2013/56312,RAMANAND SHASTRI,UP,LUCKNOW,D
UPHIN43616,JAN JEEVAN TIMES,,124905,UPHIN/2013/52350,INDRA BHAN MISHRA,UP,LUCKNOW,D
